Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Taiwan,TWN,10876150,11257770,11655381,12065312,12482184,12901155,13322035,13743212,14156746,14552759,14924455,15268155,15586145,15885237,16175601,16464927,16754741,17043388,17331483,17618933,17905458,18191732,18477495,18760250,19036465,19303404,19560161,19806733,20042359,20266429,20478520,20679065,20868148,21044700,21207423,21356033,21488990,21608306,21721516,21838633,21966527,22108713,22262299,22419792,22570224,22705713,22823848,22927215,23019045,23104546,23187551,23268765,23346896,23421582,23491976,23557477,23618200,23674546,23726460,23773876,23816775
