Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2019,2019,2019,6,1,1,Import,188,Costa Rica,CRI,381,Italy,ITA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,668,,,,668,,3700,,,0
H5,2019,2019,2019,6,1,1,Import,188,Costa Rica,CRI,410,Rep. of Korea,KOR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2,,,,2,,143,,,0
H5,2019,2019,2019,6,1,1,Import,188,Costa Rica,CRI,484,Mexico,MEX,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,18634,,,,18634,,33348,,,0
H5,2019,2019,2019,6,1,2,Export,188,Costa Rica,CRI,484,Mexico,MEX,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1815,,,,1815,,3666,,,0
H5,2019,2019,2019,6,1,2,Export,188,Costa Rica,CRI,558,Nicaragua,NIC,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1577,,,,1577,,13180,,,0
H5,2019,2019,2019,6,1,1,Import,188,Costa Rica,CRI,591,Panama,PAN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,4200,,,,4200,,28297,,,0
H5,2019,2019,2019,6,1,2,Export,188,Costa Rica,CRI,591,Panama,PAN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2867,,,,2867,,3564,,,0
H5,2019,2019,2019,6,1,1,Import,188,Costa Rica,CRI,699,India,IND,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,215,,,,215,,1946,,,0
H5,2019,2019,2019,6,1,1,Import,188,Costa Rica,CRI,842,USA,USA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,773928,,,,773928,,1580768,,,0
H5,2019,2019,2019,6,1,2,Export,188,Costa Rica,CRI,842,USA,USA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,190,,,,190,,1903,,,0
H5,2019,2019,2019,6,1,1,Import,188,Costa Rica,CRI,899,"Areas, nes",,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,117,,,,117,,12135,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,559290,,,,559290,,1614817,,,6
H5,2019,2019,2019,6,1,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2340529,,,,2340529,,339648,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,40,Austria,AUT,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,27414,,,,27414,,93906,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,56,Belgium,BEL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,6152,,,,6152,,41844,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,70,Bosnia Herzegovina,BIH,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,14,,,,14,,167,,,0
H5,2019,2019,2019,6,1,2,Export,191,Croatia,HRV,70,Bosnia Herzegovina,BIH,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,14626,,,,14626,,33951,,,0
H5,2019,2019,2019,6,1,2,Export,191,Croatia,HRV,100,Bulgaria,BGR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,4841,,,,4841,,9015,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,124,Canada,CAN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2,,,,2,,673,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,40178,,,,40178,,101607,,,6
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,203,Czechia,CZE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2472,,,,2472,,3588,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,208,Denmark,DNK,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,3760,,,,3760,,21430,,,0
H5,2019,2019,2019,6,1,2,Export,191,Croatia,HRV,208,Denmark,DNK,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,90,,,,90,,2356,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,246,Finland,FIN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,16,,,,16,,102,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,251,France,FRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,114572,,,,114572,,188257,,,0
H5,2019,2019,2019,6,1,2,Export,191,Croatia,HRV,251,France,FRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,9,,,,9,,390,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,23576,,,,23576,,257874,,,0
H5,2019,2019,2019,6,1,2,Export,191,Croatia,HRV,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,17,,,,17,,872,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,348,Hungary,HUN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,10167,,,,10167,,47693,,,0
H5,2019,2019,2019,6,1,2,Export,191,Croatia,HRV,348,Hungary,HUN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,4982,,,,4982,,22634,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,381,Italy,ITA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,93580,,,,93580,,85271,,,0
H5,2019,2019,2019,6,1,2,Export,191,Croatia,HRV,381,Italy,ITA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2062890,,,,2062890,,70816,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,392,Japan,JPN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1216,,,,1216,,71485,,,6
H5,2019,2019,2019,6,1,2,Export,191,Croatia,HRV,499,Montenegro,MNE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,4522,,,,4522,,5327,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,528,Netherlands,NLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,184340,,,,184340,,193440,,,0
H5,2019,2019,2019,6,1,2,Export,191,Croatia,HRV,579,Norway,NOR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,104,,,,104,,1691,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,616,Poland,POL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1542,,,,1542,,3040,,,0
H5,2019,2019,2019,6,1,2,Export,191,Croatia,HRV,616,Poland,POL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,18000,,,,18000,,1928,,,0
H5,2019,2019,2019,6,1,2,Export,191,Croatia,HRV,634,Qatar,QAT,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,13,,,,13,,2306,,,0
H5,2019,2019,2019,6,1,2,Export,191,Croatia,HRV,642,Romania,ROU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,80000,,,,80000,,14939,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,688,Serbia,SRB,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,7170,,,,7170,,15634,,,0
H5,2019,2019,2019,6,1,2,Export,191,Croatia,HRV,688,Serbia,SRB,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,36680,,,,36680,,30336,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,699,India,IND,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,100,,,,100,,969,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,705,Slovenia,SVN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,6259,,,,6259,,36196,,,0
H5,2019,2019,2019,6,1,2,Export,191,Croatia,HRV,705,Slovenia,SVN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,104082,,,,104082,,120453,,,0
H5,2019,2019,2019,6,1,2,Export,191,Croatia,HRV,784,United Arab Emirates,ARE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,60,,,,60,,126,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,804,Ukraine,UKR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,18480,,,,18480,,92504,,,0
H5,2019,2019,2019,6,1,2,Export,191,Croatia,HRV,804,Ukraine,UKR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,9600,,,,9600,,22297,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,826,United Kingdom,GBR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,3572,,,,3572,,19344,,,0
H5,2019,2019,2019,6,1,2,Export,191,Croatia,HRV,826,United Kingdom,GBR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,10,,,,10,,211,,,0
H5,2019,2019,2019,6,1,1,Import,191,Croatia,HRV,842,USA,USA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,14703,,,,14703,,339793,,,0
H5,2019,2019,2019,6,1,1,Import,196,Cyprus,CYP,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1142995,,,,1142995,,434427,,,0
H5,2019,2019,2019,6,1,2,Export,196,Cyprus,CYP,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,119280,,,,119280,,135862,,,0
H5,2019,2019,2019,6,1,3,Re-Export,196,Cyprus,CYP,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,119260,,,,119260,,135526,,,0
H5,2019,2019,2019,6,1,1,Import,196,Cyprus,CYP,56,Belgium,BEL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,87,,,,87,,446,,,0
H5,2019,2019,2019,6,1,1,Import,196,Cyprus,CYP,70,Bosnia Herzegovina,BIH,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,486200,,,,486200,,81442,,,0
H5,2019,2019,2019,6,1,1,Import,196,Cyprus,CYP,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,15118,,,,15118,,73268,,,0
H5,2019,2019,2019,6,1,1,Import,196,Cyprus,CYP,300,Greece,GRC,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,10162,,,,10162,,103766,,,0
H5,2019,2019,2019,6,1,1,Import,196,Cyprus,CYP,381,Italy,ITA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,94982,,,,94982,,60703,,,0
H5,2019,2019,2019,6,1,1,Import,196,Cyprus,CYP,528,Netherlands,NLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1905,,,,1905,,384,,,0
H5,2019,2019,2019,6,1,1,Import,196,Cyprus,CYP,579,Norway,NOR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,528766,,,,528766,,94389,,,0
H5,2019,2019,2019,6,1,2,Export,196,Cyprus,CYP,642,Romania,ROU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,56670,,,,56670,,98674,,,0
H5,2019,2019,2019,6,1,3,Re-Export,196,Cyprus,CYP,642,Romania,ROU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,56670,,,,56670,,98674,,,0
H5,2019,2019,2019,6,1,2,Export,196,Cyprus,CYP,682,Saudi Arabia,SAU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,62590,,,,62590,,36851,,,0
H5,2019,2019,2019,6,1,3,Re-Export,196,Cyprus,CYP,682,Saudi Arabia,SAU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,62590,,,,62590,,36851,,,0
H5,2019,2019,2019,6,1,1,Import,196,Cyprus,CYP,724,Spain,ESP,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2,,,,2,,16,,,0
H5,2019,2019,2019,6,1,1,Import,196,Cyprus,CYP,764,Thailand,THA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,18,,,,18,,4474,,,0
H5,2019,2019,2019,6,1,2,Export,196,Cyprus,CYP,818,Egypt,EGY,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,20,,,,20,,336,,,0
H5,2019,2019,2019,6,1,1,Import,196,Cyprus,CYP,826,United Kingdom,GBR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,5744,,,,5744,,14112,,,0
H5,2019,2019,2019,6,1,1,Import,196,Cyprus,CYP,842,USA,USA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,11,,,,11,,1422,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,281122,Silicon dioxide,1,No Quantity,0,,,,,,49525423,,,6
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,725736,,,,725736,,1457929,,,6
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,31,Azerbaijan,AZE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,280,,,,280,,1262,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,36,Australia,AUS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,7,,,,7,,15,,,6
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,40,Austria,AUT,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,13221,,,,13221,,18276,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,40,Austria,AUT,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,384,,,,384,,3270,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,51,Armenia,ARM,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,3,,,,3,,40,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,56,Belgium,BEL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,11653,,,,11653,,55995,,,6
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,56,Belgium,BEL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,171,,,,171,,1185,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,70,Bosnia Herzegovina,BIH,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,6127,,,,6127,,82039,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,76,Brazil,BRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,18720,,,,18720,,18626,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,100,Bulgaria,BGR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1194,,,,1194,,2708,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,124,Canada,CAN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,3186,,,,3186,,47949,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,124,Canada,CAN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,10,,,,10,,215,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,144,Sri Lanka,LKA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,20,,,,20,,102,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2288390,,,,2288390,,2269988,,,6
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,146,,,,146,,1110,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,191,Croatia,HRV,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,50,,,,50,,325,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,208,Denmark,DNK,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,17900,,,,17900,,164867,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,208,Denmark,DNK,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,70,,,,70,,1110,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,233,Estonia,EST,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,502,,,,502,,786,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,246,Finland,FIN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,292334,,,,292334,,187815,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,251,France,FRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1392914,,,,1392914,,2619952,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,251,France,FRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,103471,,,,103471,,5744,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,268,Georgia,GEO,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,3000,,,,3000,,20932,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,23506119,,,,23506119,,28466721,,,6
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,31406,,,,31406,,133403,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,300,Greece,GRC,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,20,,,,20,,41,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,300,Greece,GRC,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,3608,,,,3608,,5733,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,344,"China, Hong Kong SAR",HKG,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1,,,,1,,10,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,348,Hungary,HUN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,26379,,,,26379,,69293,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,348,Hungary,HUN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,17095,,,,17095,,66662,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,372,Ireland,IRL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2208,,,,2208,,2843,,,6
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,381,Italy,ITA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1408330,,,,1408330,,2538265,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,381,Italy,ITA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1392,,,,1392,,242595,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,392,Japan,JPN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,9,,,,9,,3247,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,410,Rep. of Korea,KOR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,8949,,,,8949,,72745,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,410,Rep. of Korea,KOR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,110,,,,110,,988,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,428,Latvia,LVA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,20,,,,20,,140,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,440,Lithuania,LTU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,5328,,,,5328,,3242,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,442,Luxembourg,LUX,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,270,,,,270,,654,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,442,Luxembourg,LUX,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,4,,,,4,,39,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,458,Malaysia,MYS,,,,,,,,281122,Silicon dioxide,1,No Quantity,0,,,,,,15052,,,6
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,490,"Other Asia, nes",,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,6,,,,6,,79,,,6
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,528,Netherlands,NLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2069030,,,,2069030,,2388293,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,528,Netherlands,NLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,300,,,,300,,1287,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,568,"Other Europe, nes",,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1,,,,1,,2,,,6
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,579,Norway,NOR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,277992,,,,277992,,216764,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,616,Poland,POL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,6230198,,,,6230198,,7520155,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,616,Poland,POL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,191799,,,,191799,,244583,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,620,Portugal,PRT,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,36,,,,36,,61,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,642,Romania,ROU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,21542,,,,21542,,48401,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,643,Russian Federation,RUS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,50,,,,50,,1196,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,688,Serbia,SRB,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,34040,,,,34040,,42098,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,699,India,IND,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1920024,,,,1920024,,1812747,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,703,Slovakia,SVK,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,757,,,,757,,4292,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,703,Slovakia,SVK,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,222534,,,,222534,,453948,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,705,Slovenia,SVN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,26004,,,,26004,,24300,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,705,Slovenia,SVN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,121,,,,121,,254,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,710,South Africa,ZAF,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,13,,,,13,,324,,,6
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,724,Spain,ESP,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,77595,,,,77595,,101398,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,724,Spain,ESP,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1877,,,,1877,,10244,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,752,Sweden,SWE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,18467,,,,18467,,32966,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,752,Sweden,SWE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,40,,,,40,,649,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,757,Switzerland,CHE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1076,,,,1076,,16660,,,6
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,757,Switzerland,CHE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,31210,,,,31210,,44224,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,764,Thailand,THA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,600,,,,600,,5173,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,784,United Arab Emirates,ARE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,8,,,,8,,18,,,6
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,792,Turkey,TUR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,31064,,,,31064,,39782,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,792,Turkey,TUR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,42539,,,,42539,,74642,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,804,Ukraine,UKR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,126800,,,,126800,,548227,,,0
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,804,Ukraine,UKR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,30,,,,30,,358,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,826,United Kingdom,GBR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,34157,,,,34157,,140914,,,6
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,826,United Kingdom,GBR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1757,,,,1757,,12511,,,0
H5,2019,2019,2019,6,1,1,Import,203,Czechia,CZE,842,USA,USA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1286,,,,1286,,44374,,,6
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,842,USA,USA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,46,,,,46,,93,,,6
H5,2019,2019,2019,6,1,2,Export,203,Czechia,CZE,860,Uzbekistan,UZB,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,8940,,,,8940,,26351,,,0
H5,2019,2019,2019,6,1,1,Import,204,Benin,BEN,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,10089,,,,10089,,25060,,,0
H5,2019,2019,2019,6,1,1,Import,204,Benin,BEN,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,7079,,,,7079,,7368,,,0
H5,2019,2019,2019,6,1,1,Import,204,Benin,BEN,251,France,FRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,54,,,,54,,455,,,0
H5,2019,2019,2019,6,1,1,Import,204,Benin,BEN,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2956,,,,2956,,17237,,,0
H5,2019,2019,2019,6,1,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,11468399,,,,11468399,,14007093,,,0
H5,2019,2019,2019,6,1,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2186195,,,,2186195,,5468691,,,0
