Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,6,1,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,5240,,,,5240,,19917,,,0
H5,2018,2018,2018,6,1,1,Import,8,Albania,ALB,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,5200,,,,5200,,19867,,,0
H5,2018,2018,2018,6,1,1,Import,8,Albania,ALB,381,Italy,ITA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,40,,,,40,,49,,,0
H5,2018,2018,2018,6,1,1,Import,20,Andorra,AND,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,154,,,,154,,190,,,0
H5,2018,2018,2018,6,1,1,Import,20,Andorra,AND,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,68,,,,68,,112,,,0
H5,2018,2018,2018,6,1,1,Import,20,Andorra,AND,251,France,FRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,6,,,,6,,26,,,0
H5,2018,2018,2018,6,1,1,Import,20,Andorra,AND,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,80,,,,80,,52,,,0
H5,2018,2018,2018,6,1,1,Import,24,Angola,AGO,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,80955,,,,80955,,215299,,,0
H5,2018,2018,2018,6,1,2,Export,24,Angola,AGO,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2779,,,,,,8908,,,6
H5,2018,2018,2018,6,1,1,Import,24,Angola,AGO,76,Brazil,BRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,304,,,,304,,384,,,0
H5,2018,2018,2018,6,1,1,Import,24,Angola,AGO,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,3061,,,,3061,,756,,,0
H5,2018,2018,2018,6,1,2,Export,24,Angola,AGO,178,Congo,COG,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1,,,,1,,3,,,0
H5,2018,2018,2018,6,1,1,Import,24,Angola,AGO,251,France,FRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,36,,,,36,,1247,,,0
H5,2018,2018,2018,6,1,2,Export,24,Angola,AGO,266,Gabon,GAB,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1929,,,,1929,,6547,,,6
H5,2018,2018,2018,6,1,1,Import,24,Angola,AGO,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,36285,,,,36285,,47793,,,0
H5,2018,2018,2018,6,1,1,Import,24,Angola,AGO,376,Israel,ISR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1,,,,1,,10,,,0
H5,2018,2018,2018,6,1,1,Import,24,Angola,AGO,381,Italy,ITA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,6189,,,,6189,,113607,,,0
H5,2018,2018,2018,6,1,2,Export,24,Angola,AGO,512,Oman,OMN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,848,,,,,,2357,,,6
H5,2018,2018,2018,6,1,1,Import,24,Angola,AGO,528,Netherlands,NLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,537,,,,537,,5954,,,0
H5,2018,2018,2018,6,1,1,Import,24,Angola,AGO,620,Portugal,PRT,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,34141,,,,34141,,35868,,,0
H5,2018,2018,2018,6,1,1,Import,24,Angola,AGO,699,India,IND,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,60,,,,60,,3230,,,0
H5,2018,2018,2018,6,1,1,Import,24,Angola,AGO,702,Singapore,SGP,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,3,,,,3,,11,,,0
H5,2018,2018,2018,6,1,1,Import,24,Angola,AGO,724,Spain,ESP,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,190,,,,190,,173,,,0
H5,2018,2018,2018,6,1,1,Import,24,Angola,AGO,826,United Kingdom,GBR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,39,,,,39,,293,,,0
H5,2018,2018,2018,6,1,1,Import,24,Angola,AGO,842,USA,USA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,108,,,,108,,5966,,,0
H5,2018,2018,2018,6,1,1,Import,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,440525,,,,440525,,557466,,,0
H5,2018,2018,2018,6,1,2,Export,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,4161,,,,4161,,4644,,,0
H5,2018,2018,2018,6,1,1,Import,31,Azerbaijan,AZE,56,Belgium,BEL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,4630,,,,4630,,35320,,,0
H5,2018,2018,2018,6,1,1,Import,31,Azerbaijan,AZE,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,6249,,,,6249,,14078,,,0
H5,2018,2018,2018,6,1,1,Import,31,Azerbaijan,AZE,203,Czechia,CZE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,420,,,,420,,2122,,,0
H5,2018,2018,2018,6,1,2,Export,31,Azerbaijan,AZE,268,Georgia,GEO,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,0,,,,0,,3,,,0
H5,2018,2018,2018,6,1,1,Import,31,Azerbaijan,AZE,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,4516,,,,4516,,44300,,,0
H5,2018,2018,2018,6,1,1,Import,31,Azerbaijan,AZE,364,Iran,IRN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,100,,,,100,,1254,,,0
H5,2018,2018,2018,6,1,1,Import,31,Azerbaijan,AZE,381,Italy,ITA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,15,,,,15,,43,,,0
H5,2018,2018,2018,6,1,1,Import,31,Azerbaijan,AZE,410,Rep. of Korea,KOR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,300,,,,300,,2784,,,0
H5,2018,2018,2018,6,1,1,Import,31,Azerbaijan,AZE,428,Latvia,LVA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,10,,,,10,,97,,,0
H5,2018,2018,2018,6,1,1,Import,31,Azerbaijan,AZE,579,Norway,NOR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,338721,,,,338721,,301361,,,0
H5,2018,2018,2018,6,1,1,Import,31,Azerbaijan,AZE,643,Russian Federation,RUS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1505,,,,1505,,4052,,,0
H5,2018,2018,2018,6,1,2,Export,31,Azerbaijan,AZE,643,Russian Federation,RUS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,4161,,,,4161,,4641,,,0
H5,2018,2018,2018,6,1,1,Import,31,Azerbaijan,AZE,752,Sweden,SWE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,9071,,,,9071,,12660,,,0
H5,2018,2018,2018,6,1,1,Import,31,Azerbaijan,AZE,792,Turkey,TUR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,11422,,,,11422,,11603,,,0
H5,2018,2018,2018,6,1,1,Import,31,Azerbaijan,AZE,804,Ukraine,UKR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,100,,,,100,,570,,,0
H5,2018,2018,2018,6,1,1,Import,31,Azerbaijan,AZE,826,United Kingdom,GBR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1793,,,,1793,,27624,,,0
H5,2018,2018,2018,6,1,1,Import,31,Azerbaijan,AZE,842,USA,USA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,61670,,,,61670,,99593,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,8882944,,,,,,14641499,,,6
H5,2018,2018,2018,6,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,316558,,,,316558,,222986,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,56,Belgium,BEL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,39600,,,,39600,,227977,,,0
H5,2018,2018,2018,6,1,2,Export,32,Argentina,ARG,68,Bolivia (Plurinational State of),BOL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,3115,,,,3115,,22805,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,76,Brazil,BRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,4952442,,,,4952442,,6542160,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,124,Canada,CAN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,63360,,,,63360,,29800,,,0
H5,2018,2018,2018,6,1,2,Export,32,Argentina,ARG,152,Chile,CHL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,275757,,,,275757,,23612,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1149103,,,,1149103,,1727210,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,208,Denmark,DNK,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2,,,,2,,1279,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,251,France,FRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,20,,,,20,,3913,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,448791,,,,448791,,1925823,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,348,Hungary,HUN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,22379,,,,22379,,315225,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,381,Italy,ITA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,205773,,,,205773,,173585,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,392,Japan,JPN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,7264,,,,7264,,233115,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,410,Rep. of Korea,KOR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,22793,,,,22793,,128206,,,6
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,428,Latvia,LVA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2,,,,2,,1448,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,440,Lithuania,LTU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,0,,,,0,,22,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,554,New Zealand,NZL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,0,,,,0,,5,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,579,Norway,NOR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,271650,,,,271650,,225432,,,0
H5,2018,2018,2018,6,1,2,Export,32,Argentina,ARG,600,Paraguay,PRY,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,8576,,,,8576,,34170,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,699,India,IND,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,11045,,,,11045,,12623,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,724,Spain,ESP,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,725,,,,725,,1859,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,757,Switzerland,CHE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,461,,,,461,,9651,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,764,Thailand,THA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,300,,,,300,,2116,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,792,Turkey,TUR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,15,,,,15,,25,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,826,United Kingdom,GBR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,16804,,,,16804,,70975,,,0
H5,2018,2018,2018,6,1,1,Import,32,Argentina,ARG,842,USA,USA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1670408,,,,,,3009041,,,6
H5,2018,2018,2018,6,1,2,Export,32,Argentina,ARG,858,Uruguay,URY,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,29110,,,,29110,,142397,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,17560962,,,,17560962,,20279428,,,6
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1896162,,,,1896162,,2208165,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,12,Algeria,DZA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,22400,,,,22400,,157763,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,56,Belgium,BEL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,83680,,,,83680,,540889,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,124,Canada,CAN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,962,,,,962,,18933,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,14510810,,,,14510810,,11175067,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,11258,,,,11258,,13398,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,162,Christmas Isds,CXR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,6,,,,6,,126,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,170,Colombia,COL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,5600,,,,5600,,19279,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,242,Fiji,FJI,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,3600,,,,3600,,19801,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,251,France,FRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,52549,,,,52549,,519062,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,276,Germany,DEU,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,409809,,,,409809,,2397829,,,6
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,344,"China, Hong Kong SAR",HKG,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,762,,,,762,,3075,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,360,Indonesia,IDN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,60200,,,,60200,,90153,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,360,Indonesia,IDN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,47860,,,,47860,,50699,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,381,Italy,ITA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1700,,,,1700,,11556,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,392,Japan,JPN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,115112,,,,115112,,926824,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,392,Japan,JPN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,164100,,,,164100,,201016,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,404,Kenya,KEN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,8492,,,,8492,,11888,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,410,Rep. of Korea,KOR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,41425,,,,41425,,199995,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,414,Kuwait,KWT,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,8983,,,,8983,,18552,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,458,Malaysia,MYS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,256700,,,,256700,,823983,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,458,Malaysia,MYS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,142512,,,,142512,,338172,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,490,"Other Asia, nes",,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,781800,,,,781800,,1001138,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,490,"Other Asia, nes",,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,60625,,,,60625,,41705,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,528,Netherlands,NLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,8936,,,,8936,,32753,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,554,New Zealand,NZL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,126290,,,,126290,,160614,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,579,Norway,NOR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,287428,,,,287428,,219394,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,586,Pakistan,PAK,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2052,,,,2052,,3092,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,598,Papua New Guinea,PNG,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,9011,,,,9011,,17962,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,604,Peru,PER,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,9050,,,,9050,,1293,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,608,Philippines,PHL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,226602,,,,226602,,245412,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,643,Russian Federation,RUS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,20533,,,,20533,,20570,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,699,India,IND,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,96600,,,,96600,,199557,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,699,India,IND,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,30143,,,,30143,,41720,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,702,Singapore,SGP,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,4552,,,,4552,,20972,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,702,Singapore,SGP,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,20424,,,,20424,,34071,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,704,Viet Nam,VNM,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,156900,,,,156900,,84500,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,710,South Africa,ZAF,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,143600,,,,143600,,131735,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,724,Spain,ESP,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,41825,,,,41825,,50105,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,752,Sweden,SWE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,84674,,,,84674,,93164,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,764,Thailand,THA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,275290,,,,275290,,332141,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,764,Thailand,THA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,28800,,,,28800,,18133,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,784,United Arab Emirates,ARE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,35620,,,,35620,,155615,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,792,Turkey,TUR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,341138,,,,341138,,272035,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,826,United Kingdom,GBR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,3090,,,,3090,,22167,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,826,United Kingdom,GBR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,57648,,,,57648,,45365,,,0
H5,2018,2018,2018,6,1,1,Import,36,Australia,AUS,842,USA,USA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,438214,,,,438214,,1584455,,,0
H5,2018,2018,2018,6,1,2,Export,36,Australia,AUS,842,USA,USA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,217749,,,,217749,,119838,,,0
H5,2018,2018,2018,6,1,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,16628546,,,,16628546,,28621137,,,6
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,0,World,WLD,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,8969686,,,,8969686,,12713784,,,6
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,4,Afghanistan,AFG,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2,,,,2,,147,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,31,Azerbaijan,AZE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,86,,,,86,,4763,,,0
H5,2018,2018,2018,6,1,1,Import,40,Austria,AUT,36,Australia,AUS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,110,,,,110,,190,,,6
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,36,Australia,AUS,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1500,,,,1500,,2302,,,0
H5,2018,2018,2018,6,1,1,Import,40,Austria,AUT,56,Belgium,BEL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,606349,,,,606349,,1071835,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,56,Belgium,BEL,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,3308,,,,3308,,16545,,,0
H5,2018,2018,2018,6,1,1,Import,40,Austria,AUT,70,Bosnia Herzegovina,BIH,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,35000,,,,35000,,59807,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,70,Bosnia Herzegovina,BIH,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,12,,,,12,,217,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,76,Brazil,BRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,10,,,,10,,15,,,6
H5,2018,2018,2018,6,1,1,Import,40,Austria,AUT,100,Bulgaria,BGR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,5606,,,,5606,,1893,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,100,Bulgaria,BGR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,96,,,,96,,815,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,104,Myanmar,MMR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,5,,,,5,,1245,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,112,Belarus,BLR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1,,,,1,,116,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,120,Cameroon,CMR,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,6,,,,6,,368,,,0
H5,2018,2018,2018,6,1,1,Import,40,Austria,AUT,124,Canada,CAN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,249,,,,249,,3185,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,124,Canada,CAN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,17,,,,17,,425,,,0
H5,2018,2018,2018,6,1,1,Import,40,Austria,AUT,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,4506350,,,,4506350,,5035855,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,156,China,CHN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,34875,,,,34875,,366366,,,0
H5,2018,2018,2018,6,1,1,Import,40,Austria,AUT,191,Croatia,HRV,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,9600,,,,9600,,19836,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,191,Croatia,HRV,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,92671,,,,92671,,205227,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,196,Cyprus,CYP,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,16,,,,16,,22,,,0
H5,2018,2018,2018,6,1,1,Import,40,Austria,AUT,203,Czechia,CZE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,5000,,,,5000,,2952,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,203,Czechia,CZE,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,1897,,,,1897,,17198,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,204,Benin,BEN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,31,,,,31,,1631,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,208,Denmark,DNK,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,20,,,,20,,1116,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,231,Ethiopia,ETH,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,2,,,,2,,73,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,233,Estonia,EST,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,5,,,,5,,163,,,0
H5,2018,2018,2018,6,1,1,Import,40,Austria,AUT,246,Finland,FIN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,100,,,,100,,385,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,246,Finland,FIN,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,27,,,,27,,112,,,0
H5,2018,2018,2018,6,1,1,Import,40,Austria,AUT,251,France,FRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,90835,,,,90835,,252808,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,251,France,FRA,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,134,,,,134,,637,,,0
H5,2018,2018,2018,6,1,2,Export,40,Austria,AUT,268,Georgia,GEO,,,,,,,,281122,Silicon dioxide,8,Weight in kilograms,17,,,,17,,284,,,0
