Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,6,1,2,Export,36,Australia,AUS,0,World,WLD,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,77519,,,,77519,,3818415,,,0
H5,2017,2017,2017,6,1,2,Export,36,Australia,AUS,124,Canada,CAN,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,2,,,,2,,3570,,,0
H5,2017,2017,2017,6,1,2,Export,36,Australia,AUS,156,China,CHN,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,3,,,,3,,33075,,,0
H5,2017,2017,2017,6,1,2,Export,36,Australia,AUS,372,Ireland,IRL,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1,,,,1,,3643,,,0
H5,2017,2017,2017,6,1,2,Export,36,Australia,AUS,392,Japan,JPN,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,31059,,,,31059,,3537559,,,0
H5,2017,2017,2017,6,1,2,Export,36,Australia,AUS,490,"Other Asia, nes",,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,12,,,,12,,13128,,,0
H5,2017,2017,2017,6,1,2,Export,36,Australia,AUS,528,Netherlands,NLD,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,29,,,,29,,2582,,,0
H5,2017,2017,2017,6,1,2,Export,36,Australia,AUS,540,New Caledonia,NCL,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,41340,,,,41340,,13188,,,0
H5,2017,2017,2017,6,1,2,Export,36,Australia,AUS,554,New Zealand,NZL,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,4692,,,,4692,,107837,,,0
H5,2017,2017,2017,6,1,2,Export,36,Australia,AUS,620,Portugal,PRT,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,113,,,,113,,12881,,,0
H5,2017,2017,2017,6,1,2,Export,36,Australia,AUS,702,Singapore,SGP,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,0,,,,0,,344,,,0
H5,2017,2017,2017,6,1,2,Export,36,Australia,AUS,764,Thailand,THA,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,2,,,,2,,62048,,,0
H5,2017,2017,2017,6,1,2,Export,36,Australia,AUS,784,United Arab Emirates,ARE,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,160,,,,160,,15323,,,0
H5,2017,2017,2017,6,1,2,Export,36,Australia,AUS,826,United Kingdom,GBR,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,2,,,,2,,5309,,,0
H5,2017,2017,2017,6,1,2,Export,36,Australia,AUS,842,USA,USA,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,102,,,,102,,7921,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,0,World,WLD,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,23415,,,,23415,,3941013,,,6
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,36,Australia,AUS,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,0,,,,0,,11,,,6
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,72,Botswana,BWA,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1,,,,1,,108,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,100,Bulgaria,BGR,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,2,,,,2,,162,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,156,China,CHN,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,822,,,,822,,622856,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,192,Cuba,CUB,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,6,,,,6,,560,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,231,Ethiopia,ETH,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,0,,,,0,,70,,,6
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,233,Estonia,EST,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1,,,,1,,398,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,276,Germany,DEU,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,8425,,,,8425,,1402246,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,348,Hungary,HUN,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,2,,,,2,,816,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,364,Iran,IRN,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,0,,,,0,,160,,,6
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,368,Iraq,IRQ,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1,,,,1,,294,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,376,Israel,ISR,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1,,,,1,,3933,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,381,Italy,ITA,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,4,,,,4,,369,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,384,Côte d'Ivoire,CIV,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1,,,,1,,54,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,392,Japan,JPN,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,3843,,,,3843,,392173,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,410,Rep. of Korea,KOR,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,256,,,,256,,56559,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,426,Lesotho,LSO,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,0,,,,0,,63,,,6
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,434,Libya,LBY,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1,,,,1,,58,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,442,Luxembourg,LUX,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,265,,,,265,,45934,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,454,Malawi,MWI,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,0,,,,0,,133,,,6
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,458,Malaysia,MYS,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,771,,,,771,,400339,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,478,Mauritania,MRT,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,10,,,,10,,220,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,490,"Other Asia, nes",,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1091,,,,1091,,357817,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,512,Oman,OMN,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1,,,,1,,181,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,579,Norway,NOR,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,2,,,,2,,8642,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,600,Paraguay,PRY,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,2,,,,2,,531,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,616,Poland,POL,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1,,,,1,,306,,,6
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,626,Timor-Leste,TLS,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,0,,,,0,,38,,,6
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,688,Serbia,SRB,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,0,,,,0,,64,,,6
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,694,Sierra Leone,SLE,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,0,,,,0,,11,,,6
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,699,India,IND,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1,,,,1,,1357,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,702,Singapore,SGP,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,101,,,,101,,39441,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,716,Zimbabwe,ZWE,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,3,,,,3,,988,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,729,Sudan,SDN,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,22,,,,22,,1553,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,752,Sweden,SWE,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1,,,,1,,89,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,757,Switzerland,CHE,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,213,,,,213,,138089,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,764,Thailand,THA,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,3,,,,3,,677,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,768,Togo,TGO,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,0,,,,0,,97,,,6
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,788,Tunisia,TUN,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,3,,,,3,,970,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,804,Ukraine,UKR,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,6410,,,,6410,,63710,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,807,North Macedonia,MKD,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,376,,,,376,,3495,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,826,United Kingdom,GBR,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,4,,,,4,,359,,,0
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,834,United Rep. of Tanzania,TZA,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,0,,,,0,,54,,,6
H5,2017,2017,2017,6,1,2,Export,40,Austria,AUT,842,USA,USA,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,765,,,,765,,395009,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,0,World,WLD,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,55997,,,,55997,,21567195,,,6
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,32,Argentina,ARG,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,74,,,,74,,90,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,48,Bahrain,BHR,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,4,,,,4,,1880,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,76,Brazil,BRA,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,0,,,,0,,14675,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,124,Canada,CAN,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,16,,,,16,,20324,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,156,China,CHN,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,26,,,,26,,85237,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,180,Dem. Rep. of the Congo,COD,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,27,,,,27,,1912,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,208,Denmark,DNK,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1,,,,1,,1,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,231,Ethiopia,ETH,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1,,,,1,,125,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,251,France,FRA,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,581,,,,581,,43090,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,276,Germany,DEU,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,313,,,,313,,75561,,,6
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,288,Ghana,GHA,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,756,,,,756,,3612,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,344,"China, Hong Kong SAR",HKG,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,629,,,,629,,965717,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,376,Israel,ISR,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,85,,,,85,,37957,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,381,Italy,ITA,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,119,,,,119,,18709,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,392,Japan,JPN,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,4054,,,,4054,,2016973,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,410,Rep. of Korea,KOR,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,735,,,,735,,311002,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,442,Luxembourg,LUX,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,3,,,,3,,1121,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,458,Malaysia,MYS,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,622,,,,622,,605561,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,490,"Other Asia, nes",,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,6656,,,,6656,,1283086,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,528,Netherlands,NLD,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,3446,,,,3446,,1453402,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,579,Norway,NOR,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1,,,,1,,2105,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,699,India,IND,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,79,,,,79,,1578,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,702,Singapore,SGP,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,3777,,,,3777,,659081,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,704,Viet Nam,VNM,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,0,,,,0,,7355,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,724,Spain,ESP,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,4,,,,4,,1,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,757,Switzerland,CHE,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,846,,,,846,,316462,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,764,Thailand,THA,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,82,,,,82,,20319,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,788,Tunisia,TUN,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,13,,,,13,,86,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,826,United Kingdom,GBR,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,64,,,,64,,10277,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,842,USA,USA,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,32963,,,,32963,,13609628,,,0
H5,2017,2017,2017,6,1,2,Export,56,Belgium,BEL,854,Burkina Faso,BFA,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,8,,,,8,,253,,,0
H5,2017,2017,2017,6,1,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,23,,,,23,,5593,,,6
H5,2017,2017,2017,6,1,2,Export,76,Brazil,BRA,32,Argentina,ARG,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,6,,,,6,,291,,,0
H5,2017,2017,2017,6,1,2,Export,76,Brazil,BRA,276,Germany,DEU,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,0,,,,0,,73,,,6
H5,2017,2017,2017,6,1,2,Export,76,Brazil,BRA,490,"Other Asia, nes",,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,5,,,,5,,4681,,,6
H5,2017,2017,2017,6,1,2,Export,76,Brazil,BRA,600,Paraguay,PRY,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,11,,,,11,,354,,,0
H5,2017,2017,2017,6,1,2,Export,76,Brazil,BRA,703,Slovakia,SVK,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,0,,,,0,,194,,,6
H5,2017,2017,2017,6,1,2,Export,112,Belarus,BLR,0,World,WLD,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,5167,,,,5167,,3330500,,,0
H5,2017,2017,2017,6,1,2,Export,112,Belarus,BLR,428,Latvia,LVA,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1,,,,1,,25100,,,0
H5,2017,2017,2017,6,1,2,Export,112,Belarus,BLR,643,Russian Federation,RUS,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,850,,,,850,,1175000,,,0
H5,2017,2017,2017,6,1,2,Export,112,Belarus,BLR,842,USA,USA,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,4307,,,,4307,,2100700,,,0
H5,2017,2017,2017,6,1,2,Export,112,Belarus,BLR,860,Uzbekistan,UZB,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,9,,,,9,,29700,,,0
H5,2017,2017,2017,6,1,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,7710,,,,7710,,10140854,,,6
H5,2017,2017,2017,6,1,2,Export,124,Canada,CAN,40,Austria,AUT,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1,,,,1,,1698,,,0
H5,2017,2017,2017,6,1,2,Export,124,Canada,CAN,156,China,CHN,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,193,,,,193,,117913,,,0
H5,2017,2017,2017,6,1,2,Export,124,Canada,CAN,208,Denmark,DNK,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1,,,,1,,1574,,,0
H5,2017,2017,2017,6,1,2,Export,124,Canada,CAN,246,Finland,FIN,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,3,,,,3,,3496,,,0
