Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,6,1,2,Export,100,Bulgaria,BGR,842,USA,USA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,145,,,,145,,1103,,,0
H5,2018,2018,2018,6,1,2,Export,104,Myanmar,MMR,0,World,WLD,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,7150,,,,7150,,3749,,,0
H5,2018,2018,2018,6,1,2,Export,104,Myanmar,MMR,392,Japan,JPN,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,7150,,,,7150,,3749,,,0
H5,2018,2018,2018,6,1,2,Export,112,Belarus,BLR,0,World,WLD,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,85885,,,,85885,,313400,,,0
H5,2018,2018,2018,6,1,2,Export,112,Belarus,BLR,276,Germany,DEU,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,78,,,,78,,2600,,,0
H5,2018,2018,2018,6,1,2,Export,112,Belarus,BLR,398,Kazakhstan,KAZ,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,596,,,,596,,4900,,,0
H5,2018,2018,2018,6,1,2,Export,112,Belarus,BLR,440,Lithuania,LTU,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,36,,,,36,,900,,,0
H5,2018,2018,2018,6,1,2,Export,112,Belarus,BLR,616,Poland,POL,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,43,,,,43,,1900,,,0
H5,2018,2018,2018,6,1,2,Export,112,Belarus,BLR,643,Russian Federation,RUS,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,83984,,,,83984,,299300,,,0
H5,2018,2018,2018,6,1,2,Export,112,Belarus,BLR,688,Serbia,SRB,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,1,,,,1,,100,,,0
H5,2018,2018,2018,6,1,2,Export,112,Belarus,BLR,804,Ukraine,UKR,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,1147,,,,1147,,3700,,,0
H5,2018,2018,2018,6,1,2,Export,116,Cambodia,KHM,0,World,WLD,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,15967,,,,15967,,111063,,,6
H5,2018,2018,2018,6,1,2,Export,116,Cambodia,KHM,156,China,CHN,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,15967,,,,15967,,111063,,,6
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,10795677,,,,10795677,,86943979,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,12,Algeria,DZA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,1269,,,,1269,,13931,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,31,Azerbaijan,AZE,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,44,,,,44,,470,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,32,Argentina,ARG,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,3396,,,,3396,,42020,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,36,Australia,AUS,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,671,,,,671,,7223,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,40,Austria,AUT,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,10227,,,,10227,,120154,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,44,Bahamas,BHS,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,377,,,,377,,4026,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,50,Bangladesh,BGD,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,1321,,,,1321,,25296,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,52,Barbados,BRB,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,2420,,,,2420,,3680,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,56,Belgium,BEL,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,59389,,,,59389,,477404,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,60,Bermuda,BMU,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,200,,,,200,,1730,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,76,Brazil,BRA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,127023,,,,127023,,867798,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,100,Bulgaria,BGR,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,3200,,,,3200,,49976,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,136,Cayman Isds,CYM,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,76,,,,76,,819,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,152,Chile,CHL,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,12602,,,,12602,,160971,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,156,China,CHN,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,224279,,,,224279,,2734703,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,170,Colombia,COL,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,39,,,,39,,420,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,188,Costa Rica,CRI,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,898,,,,898,,10496,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,192,Cuba,CUB,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,613,,,,613,,6591,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,203,Czechia,CZE,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,18000,,,,18000,,183541,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,208,Denmark,DNK,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,723,,,,723,,8407,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,212,Dominica,DMA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,30,,,,30,,515,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,214,Dominican Rep.,DOM,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,316,,,,316,,5750,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,218,Ecuador,ECU,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,48,,,,48,,603,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,246,Finland,FIN,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,14310,,,,14310,,93092,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,251,France,FRA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,188957,,,,188957,,1518157,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,276,Germany,DEU,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,270491,,,,270491,,3035220,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,288,Ghana,GHA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,2340,,,,2340,,46421,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,300,Greece,GRC,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,1770,,,,1770,,19271,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,308,Grenada,GRD,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,66,,,,66,,724,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,320,Guatemala,GTM,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,2101,,,,2101,,8627,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,328,Guyana,GUY,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,159,,,,159,,523,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,344,"China, Hong Kong SAR",HKG,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,11477,,,,11477,,134345,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,360,Indonesia,IDN,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,4131,,,,4131,,55305,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,364,Iran,IRN,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,85507,,,,85507,,1207310,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,372,Ireland,IRL,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,58,,,,58,,625,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,376,Israel,ISR,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,1438,,,,1438,,15475,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,381,Italy,ITA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,195756,,,,195756,,2540611,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,388,Jamaica,JAM,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,10210,,,,10210,,29752,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,392,Japan,JPN,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,94560,,,,94560,,539906,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,398,Kazakhstan,KAZ,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,229,,,,229,,2467,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,404,Kenya,KEN,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,4057,,,,4057,,34745,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,410,Rep. of Korea,KOR,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,59491,,,,59491,,642848,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,414,Kuwait,KWT,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,2106,,,,2106,,34582,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,422,Lebanon,LBN,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,688,,,,688,,7297,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,458,Malaysia,MYS,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,5985,,,,5985,,80777,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,484,Mexico,MEX,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,535,,,,535,,5730,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,490,"Other Asia, nes",,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,38880,,,,38880,,465001,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,512,Oman,OMN,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,504,,,,504,,7809,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,528,Netherlands,NLD,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,226364,,,,226364,,2328856,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,554,New Zealand,NZL,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,386,,,,386,,4621,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,566,Nigeria,NGA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,75,,,,75,,829,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,579,Norway,NOR,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,120720,,,,120720,,1248827,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,586,Pakistan,PAK,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,12499,,,,12499,,181189,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,604,Peru,PER,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,5136,,,,5136,,98542,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,608,Philippines,PHL,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,32,,,,32,,240,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,616,Poland,POL,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,42481,,,,42481,,319467,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,643,Russian Federation,RUS,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,74,,,,74,,805,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,659,Saint Kitts and Nevis,KNA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,13,,,,13,,146,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,662,Saint Lucia,LCA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,12,,,,12,,80,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,666,Saint Pierre and Miquelon,SPM,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,50,,,,50,,284,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,670,Saint Vincent and the Grenadines,VCT,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,50,,,,50,,547,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,682,Saudi Arabia,SAU,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,52171,,,,52171,,628723,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,699,India,IND,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,136317,,,,136317,,1849610,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,702,Singapore,SGP,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,3260,,,,3260,,38936,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,703,Slovakia,SVK,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,2954,,,,2954,,31787,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,704,Viet Nam,VNM,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,6434,,,,6434,,89341,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,710,South Africa,ZAF,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,1021,,,,1021,,10966,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,724,Spain,ESP,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,57118,,,,57118,,793726,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,740,Suriname,SUR,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,6,,,,6,,32,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,748,Eswatini,SWZ,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,202,,,,202,,2209,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,752,Sweden,SWE,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,1415,,,,1415,,11904,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,757,Switzerland,CHE,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,190,,,,190,,3600,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,764,Thailand,THA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,9002,,,,9002,,97322,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,780,Trinidad and Tobago,TTO,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,1007,,,,1007,,4723,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,784,United Arab Emirates,ARE,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,7916,,,,7916,,103084,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,788,Tunisia,TUN,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,3685,,,,3685,,40462,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,792,Turkey,TUR,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,9319,,,,9319,,106401,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,796,Turks and Caicos Isds,TCA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,12,,,,12,,64,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,818,Egypt,EGY,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,223,,,,223,,2386,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,826,United Kingdom,GBR,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,99401,,,,99401,,960206,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,842,USA,USA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,8533135,,,,8533135,,62730550,,,0
H5,2018,2018,2018,6,1,2,Export,124,Canada,CAN,854,Burkina Faso,BFA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,30,,,,30,,331,,,0
H5,2018,2018,2018,6,1,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,82539,,,,82539,,554081,,,6
H5,2018,2018,2018,6,1,2,Export,152,Chile,CHL,32,Argentina,ARG,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,14321,,,,14321,,81651,,,0
H5,2018,2018,2018,6,1,2,Export,152,Chile,CHL,68,Bolivia (Plurinational State of),BOL,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,20582,,,,20582,,196173,,,6
H5,2018,2018,2018,6,1,2,Export,152,Chile,CHL,170,Colombia,COL,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,1984,,,,1984,,17593,,,0
H5,2018,2018,2018,6,1,2,Export,152,Chile,CHL,188,Costa Rica,CRI,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,1915,,,,1915,,13445,,,0
H5,2018,2018,2018,6,1,2,Export,152,Chile,CHL,192,Cuba,CUB,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,18,,,,18,,2999,,,0
H5,2018,2018,2018,6,1,2,Export,152,Chile,CHL,214,Dominican Rep.,DOM,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,312,,,,312,,1863,,,0
H5,2018,2018,2018,6,1,2,Export,152,Chile,CHL,533,Aruba,ABW,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,2496,,,,2496,,17181,,,0
H5,2018,2018,2018,6,1,2,Export,152,Chile,CHL,600,Paraguay,PRY,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,3097,,,,3097,,20725,,,6
H5,2018,2018,2018,6,1,2,Export,152,Chile,CHL,604,Peru,PER,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,31736,,,,31736,,167182,,,0
H5,2018,2018,2018,6,1,2,Export,152,Chile,CHL,842,USA,USA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,312,,,,312,,1800,,,0
H5,2018,2018,2018,6,1,2,Export,152,Chile,CHL,858,Uruguay,URY,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,5762,,,,5762,,33466,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,0,World,WLD,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,263754422,,,,263754422,,1102405856,,,6
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,4,Afghanistan,AFG,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,11572,,,,11572,,21361,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,8,Albania,ALB,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,670,,,,670,,28563,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,12,Algeria,DZA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,473183,,,,473183,,1578595,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,24,Angola,AGO,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,88,,,,88,,641,,,6
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,31,Azerbaijan,AZE,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,23100,,,,23100,,141038,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,32,Argentina,ARG,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,453488,,,,453488,,2193664,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,36,Australia,AUS,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,1300264,,,,1300264,,6253878,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,40,Austria,AUT,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,78492,,,,78492,,543900,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,48,Bahrain,BHR,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,198,,,,198,,1439,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,50,Bangladesh,BGD,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,2066323,,,,2066323,,6443520,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,51,Armenia,ARM,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,4133,,,,4133,,22770,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,56,Belgium,BEL,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,3994445,,,,3994445,,20441162,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,68,Bolivia (Plurinational State of),BOL,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,244,,,,244,,1471,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,76,Brazil,BRA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,4263600,,,,4263600,,17547886,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,96,Brunei Darussalam,BRN,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,50,,,,50,,145,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,100,Bulgaria,BGR,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,77800,,,,77800,,503559,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,104,Myanmar,MMR,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,82057,,,,82057,,311225,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,112,Belarus,BLR,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,7610,,,,7610,,23321,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,116,Cambodia,KHM,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,153773,,,,153773,,571626,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,124,Canada,CAN,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,513056,,,,513056,,2943808,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,144,Sri Lanka,LKA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,158167,,,,158167,,899057,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,148,Chad,TCD,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,5253,,,,5253,,34270,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,152,Chile,CHL,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,345022,,,,345022,,1737019,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,170,Colombia,COL,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,742146,,,,742146,,3324611,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,178,Congo,COG,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,16000,,,,16000,,73045,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,180,Dem. Rep. of the Congo,COD,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,180766,,,,180766,,984063,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,188,Costa Rica,CRI,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,9776,,,,9776,,57496,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,191,Croatia,HRV,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,25108,,,,25108,,122089,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,192,Cuba,CUB,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,2471,,,,2471,,16866,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,196,Cyprus,CYP,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,170,,,,170,,1453,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,203,Czechia,CZE,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,13863,,,,13863,,93745,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,204,Benin,BEN,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,2000,,,,2000,,2520,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,208,Denmark,DNK,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,17986,,,,17986,,83130,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,214,Dominican Rep.,DOM,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,32470,,,,32470,,163144,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,218,Ecuador,ECU,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,132108,,,,132108,,1027766,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,222,El Salvador,SLV,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,19896,,,,19896,,78838,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,231,Ethiopia,ETH,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,23505,,,,23505,,55719,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,232,Eritrea,ERI,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,2,,,,2,,9,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,233,Estonia,EST,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,44264,,,,44264,,112115,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,246,Finland,FIN,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,152471,,,,152471,,759737,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,251,France,FRA,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,1780185,,,,1780185,,9658532,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,262,Djibouti,DJI,,,,,,,,391000,Silicones; in primary forms,8,Weight in kilograms,49887,,,,49887,,157716,,,0
